entity_id,public_name,legal_identity,what_is_it,legal_power_basis,money_in,money_out,decision_authority,judgement_mechanism,executive_personnel,governing_personnel,appointment_routes,scrutiny_accountability,capacity_evidence,strategy_claim,operational_commitment,measurable_target,committed_budget,outputs,results,evidence_gaps,source_ids,last_verified
inst-arts-university-bournemouth,Arts University Bournemouth,Not yet evidenced,"Arts university institution in Poole, England. Detailed function statement not yet evidenced.",Not yet evidenced,Not yet reconciled — no funding percentage or amount inferred,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet quantified — no capacity adjective assigned,Not yet ingested,Not yet ingested,No measurable target identified because strategy has not yet been ingested,No claim-linked budget identified because strategy has not yet been ingested,Not yet ingested,Not yet evidenced,legal identity; executive leadership; chair; funding architecture; exact legal power/governing instrument; reconciled audited money-in streams; money-out routes; formal decision authority; artistic/cultural judgement mechanism; complete governing board; appointment routes; scrutiny/accountability powers; quantified capacity evidence; strategy claim extraction; operational commitments; measurable targets; claim-linked budget; outputs; results,Existing C21/C22/C28 source layer where populated; precise C32 locators still required,2026-09-20
inst-norwich-university-of-the-arts,Norwich University of the Arts,Not yet evidenced,"Arts university institution in Norwich, England. Detailed function statement not yet evidenced.",Not yet evidenced,Not yet reconciled — no funding percentage or amount inferred,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet quantified — no capacity adjective assigned,Not yet ingested,Not yet ingested,No measurable target identified because strategy has not yet been ingested,No claim-linked budget identified because strategy has not yet been ingested,Not yet ingested,Not yet evidenced,legal identity; executive leadership; chair; funding architecture; exact legal power/governing instrument; reconciled audited money-in streams; money-out routes; formal decision authority; artistic/cultural judgement mechanism; complete governing board; appointment routes; scrutiny/accountability powers; quantified capacity evidence; strategy claim extraction; operational commitments; measurable targets; claim-linked budget; outputs; results,Existing C21/C22/C28 source layer where populated; precise C32 locators still required,2026-09-20
inst-british-museum,British Museum,Not yet evidenced,"Museum institution in London, England. Detailed function statement not yet evidenced.",Not yet evidenced,Not yet reconciled — no funding percentage or amount inferred,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet quantified — no capacity adjective assigned,Not yet ingested,Not yet ingested,No measurable target identified because strategy has not yet been ingested,No claim-linked budget identified because strategy has not yet been ingested,Not yet ingested,Not yet evidenced,legal identity; executive leadership; chair; funding architecture; exact legal power/governing instrument; reconciled audited money-in streams; money-out routes; formal decision authority; artistic/cultural judgement mechanism; complete governing board; appointment routes; scrutiny/accountability powers; quantified capacity evidence; strategy claim extraction; operational commitments; measurable targets; claim-linked budget; outputs; results,Existing C21/C22/C28 source layer where populated; precise C32 locators still required,2026-09-20
inst-national-gallery,National Gallery,Not yet evidenced,"Gallery institution in London, England. Detailed function statement not yet evidenced.",Not yet evidenced,Not yet reconciled — no funding percentage or amount inferred,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet quantified — no capacity adjective assigned,Not yet ingested,Not yet ingested,No measurable target identified because strategy has not yet been ingested,No claim-linked budget identified because strategy has not yet been ingested,Not yet ingested,Not yet evidenced,legal identity; executive leadership; chair; funding architecture; exact legal power/governing instrument; reconciled audited money-in streams; money-out routes; formal decision authority; artistic/cultural judgement mechanism; complete governing board; appointment routes; scrutiny/accountability powers; quantified capacity evidence; strategy claim extraction; operational commitments; measurable targets; claim-linked budget; outputs; results,Existing C21/C22/C28 source layer where populated; precise C32 locators still required,2026-09-20
inst-tate,Tate,Not yet evidenced,"Gallery group institution in London / Liverpool, England. Detailed function statement not yet evidenced.",Not yet evidenced,Not yet reconciled — no funding percentage or amount inferred,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet quantified — no capacity adjective assigned,Not yet ingested,Not yet ingested,No measurable target identified because strategy has not yet been ingested,No claim-linked budget identified because strategy has not yet been ingested,Not yet ingested,Not yet evidenced,legal identity; executive leadership; chair; funding architecture; exact legal power/governing instrument; reconciled audited money-in streams; money-out routes; formal decision authority; artistic/cultural judgement mechanism; complete governing board; appointment routes; scrutiny/accountability powers; quantified capacity evidence; strategy claim extraction; operational commitments; measurable targets; claim-linked budget; outputs; results,Existing C21/C22/C28 source layer where populated; precise C32 locators still required,2026-09-20
inst-victoria-and-albert-museum,Victoria and Albert Museum,Not yet evidenced,"Museum institution in London, England. Detailed function statement not yet evidenced.",Not yet evidenced,Not yet reconciled — no funding percentage or amount inferred,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet quantified — no capacity adjective assigned,Not yet ingested,Not yet ingested,No measurable target identified because strategy has not yet been ingested,No claim-linked budget identified because strategy has not yet been ingested,Not yet ingested,Not yet evidenced,legal identity; executive leadership; chair; funding architecture; exact legal power/governing instrument; reconciled audited money-in streams; money-out routes; formal decision authority; artistic/cultural judgement mechanism; complete governing board; appointment routes; scrutiny/accountability powers; quantified capacity evidence; strategy claim extraction; operational commitments; measurable targets; claim-linked budget; outputs; results,Existing C21/C22/C28 source layer where populated; precise C32 locators still required,2026-09-20
inst-natural-history-museum,Natural History Museum,Not yet evidenced,"Museum institution in London, England. Detailed function statement not yet evidenced.",Not yet evidenced,Not yet reconciled — no funding percentage or amount inferred,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet quantified — no capacity adjective assigned,Not yet ingested,Not yet ingested,No measurable target identified because strategy has not yet been ingested,No claim-linked budget identified because strategy has not yet been ingested,Not yet ingested,Not yet evidenced,legal identity; executive leadership; chair; funding architecture; exact legal power/governing instrument; reconciled audited money-in streams; money-out routes; formal decision authority; artistic/cultural judgement mechanism; complete governing board; appointment routes; scrutiny/accountability powers; quantified capacity evidence; strategy claim extraction; operational commitments; measurable targets; claim-linked budget; outputs; results,Existing C21/C22/C28 source layer where populated; precise C32 locators still required,2026-09-20
inst-science-museum-group,Science Museum Group,Not yet evidenced,"Museum group institution in England, England. Detailed function statement not yet evidenced.",Not yet evidenced,Not yet reconciled — no funding percentage or amount inferred,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet quantified — no capacity adjective assigned,Not yet ingested,Not yet ingested,No measurable target identified because strategy has not yet been ingested,No claim-linked budget identified because strategy has not yet been ingested,Not yet ingested,Not yet evidenced,legal identity; executive leadership; chair; funding architecture; exact legal power/governing instrument; reconciled audited money-in streams; money-out routes; formal decision authority; artistic/cultural judgement mechanism; complete governing board; appointment routes; scrutiny/accountability powers; quantified capacity evidence; strategy claim extraction; operational commitments; measurable targets; claim-linked budget; outputs; results,Existing C21/C22/C28 source layer where populated; precise C32 locators still required,2026-09-20
inst-national-museums-liverpool,National Museums Liverpool,Not yet evidenced,"Museum group institution in Liverpool, England. Detailed function statement not yet evidenced.",Not yet evidenced,Not yet reconciled — no funding percentage or amount inferred,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet quantified — no capacity adjective assigned,Not yet ingested,Not yet ingested,No measurable target identified because strategy has not yet been ingested,No claim-linked budget identified because strategy has not yet been ingested,Not yet ingested,Not yet evidenced,legal identity; executive leadership; chair; funding architecture; exact legal power/governing instrument; reconciled audited money-in streams; money-out routes; formal decision authority; artistic/cultural judgement mechanism; complete governing board; appointment routes; scrutiny/accountability powers; quantified capacity evidence; strategy claim extraction; operational commitments; measurable targets; claim-linked budget; outputs; results,Existing C21/C22/C28 source layer where populated; precise C32 locators still required,2026-09-20
inst-imperial-war-museums,Imperial War Museums,Not yet evidenced,"Museum group institution in England, England. Detailed function statement not yet evidenced.",Not yet evidenced,Not yet reconciled — no funding percentage or amount inferred,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet quantified — no capacity adjective assigned,Not yet ingested,Not yet ingested,No measurable target identified because strategy has not yet been ingested,No claim-linked budget identified because strategy has not yet been ingested,Not yet ingested,Not yet evidenced,legal identity; executive leadership; chair; funding architecture; exact legal power/governing instrument; reconciled audited money-in streams; money-out routes; formal decision authority; artistic/cultural judgement mechanism; complete governing board; appointment routes; scrutiny/accountability powers; quantified capacity evidence; strategy claim extraction; operational commitments; measurable targets; claim-linked budget; outputs; results,Existing C21/C22/C28 source layer where populated; precise C32 locators still required,2026-09-20
inst-royal-museums-greenwich,Royal Museums Greenwich,Not yet evidenced,"Museum group institution in London, England. Detailed function statement not yet evidenced.",Not yet evidenced,Not yet reconciled — no funding percentage or amount inferred,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet quantified — no capacity adjective assigned,Not yet ingested,Not yet ingested,No measurable target identified because strategy has not yet been ingested,No claim-linked budget identified because strategy has not yet been ingested,Not yet ingested,Not yet evidenced,legal identity; executive leadership; chair; funding architecture; exact legal power/governing instrument; reconciled audited money-in streams; money-out routes; formal decision authority; artistic/cultural judgement mechanism; complete governing board; appointment routes; scrutiny/accountability powers; quantified capacity evidence; strategy claim extraction; operational commitments; measurable targets; claim-linked budget; outputs; results,Existing C21/C22/C28 source layer where populated; precise C32 locators still required,2026-09-20
inst-national-museum-wales,National Museum Wales,Amgueddfa Cymru – Museum Wales,"Museum group institution in Wales, Wales. Detailed function statement not yet evidenced.",Not yet evidenced,Welsh Government Grant-in-Aid; earned income; grants/donations,Not yet evidenced,Not yet evidenced,Not yet evidenced,Jane Richardson — Chief Executive,Not yet evidenced,Not yet evidenced,Not yet evidenced,Not yet quantified — no capacity adjective assigned,Not yet ingested,Not yet ingested,No measurable target identified because strategy has not yet been ingested,No claim-linked budget identified because strategy has not yet been ingested,Not yet ingested,Not yet evidenced,chair; exact legal power/governing instrument; reconciled audited money-in streams; money-out routes; formal decision authority; artistic/cultural judgement mechanism; complete governing board; appointment routes; scrutiny/accountability powers; quantified capacity evidence; strategy claim extraction; operational commitments; measurable targets; claim-linked budget; outputs; results,Existing C21/C22/C28 source layer where populated; precise C32 locators still required,2026-09-20
inst-national-museums-scotland,National Museums Scotland,National Museums Scotland,"Museum group institution in Scotland, Scotland. Detailed function statement not yet evidenced.",Not yet evidenced,Scottish Government Grant-in-Aid; earned income; donations,Not yet evidenced,Not yet evidenced,Not yet evidenced,Chris Breward — Director,Chair: Ian Russell CBE,Not yet evidenced,Not yet evidenced,Not yet quantified — no capacity adjective assigned,Not yet ingested,Not yet ingested,No measurable target identified because strategy has not yet been ingested,No claim-linked budget identified because strategy has not yet been ingested,Not yet ingested,Not yet evidenced,exact legal power/governing instrument; reconciled audited money-in streams; money-out routes; formal decision authority; artistic/cultural judgement mechanism; complete governing board; appointment routes; scrutiny/accountability powers; quantified capacity evidence; strategy claim extraction; operational commitments; measurable targets; claim-linked budget; outputs; results,Existing C21/C22/C28 source layer where populated; precise C32 locators still required,2026-09-20
inst-national-museums-northern-ireland,National Museums Northern Ireland,National Museums NI,"Museum group institution in Northern Ireland, Northern Ireland. Detailed function statement not yet evidenced.",Not yet evidenced,Department for Communities; earned income; grants/donations,Not yet evidenced,Not yet evidenced,Not yet evidenced,Kathryn Thomson — Chief Executive,Chair: Gordon Milligan OBE,Not yet evidenced,Not yet evidenced,Not yet quantified — no capacity adjective assigned,Not yet ingested,Not yet ingested,No measurable target identified because strategy has not yet been ingested,No claim-linked budget identified because strategy has not yet been ingested,Not yet ingested,Not yet evidenced,exact legal power/governing instrument; reconciled audited money-in streams; money-out routes; formal decision authority; artistic/cultural judgement mechanism; complete governing board; appointment routes; scrutiny/accountability powers; quantified capacity evidence; strategy claim extraction; operational commitments; measurable targets; claim-linked budget; outputs; results,Existing C21/C22/C28 source layer where populated; precise C32 locators still required,2026-09-20
